,index,Year,State,D_p,N_p,O_p,R_p,D_s,N_s,O_s,R_s,D_h,O_h,R_h,D_g,O_g,R_g,code
241,3834,1858,Ohio,,,,,0.0,1.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,1.0,OH
242,3833,1858,North_Dakota,,,,,0.0,1.0,0.0,0.0,,,,,,,ND
243,3832,1858,North_Carolina,,,,,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,NC
244,3831,1858,New_York,,,,,0.0,1.0,0.0,0.0,3.0,4.0,27.0,0.0,0.0,1.0,NY
245,3830,1858,New_Mexico,,,,,0.0,1.0,0.0,0.0,,,,,,,NM
246,3829,1858,New_Jersey,,,,,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,NJ
247,3828,1858,New_Hampshire,,,,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,NH
248,3827,1858,Nevada,,,,,0.0,1.0,0.0,0.0,,,,,,,NV
249,3838,1858,Rhode_Island,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,RI
250,913,1860,Indiana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,2.0,IN
251,914,1860,Iowa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,,,IA
252,915,1860,Kansas,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,KS
253,921,1860,Michigan,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,MI
254,917,1860,Louisiana,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,LA
255,918,1860,Maine,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,ME
256,919,1860,Maryland,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,MD
257,920,1860,Massachusetts,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,1.0,MA
258,916,1860,Kentucky,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,KY
259,912,1860,Illinois,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,4.0,0.0,0.0,1.0,IL
260,906,1860,Connecticut,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,,,,CT
261,910,1860,Hawaii,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,HI
262,909,1860,Georgia,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,GA
263,908,1860,Florida,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,FL
264,907,1860,Delaware,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,DE
265,905,1860,Colorado,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,CO
266,904,1860,California,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,CA
267,903,1860,Arkansas,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,AR
268,902,1860,Arizona,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AZ
269,901,1860,Alaska,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AK
270,922,1860,Minnesota,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,MN
271,900,1860,Alabama,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,AL
272,911,1860,Idaho,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,ID
273,923,1860,Mississippi,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,MS
274,935,1860,Oklahoma,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,OK
275,925,1860,Montana,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,MT
276,949,1860,Wyoming,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,WY
277,947,1860,West_Virginia,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,WV
278,946,1860,Washington,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,WA
279,945,1860,Virginia,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,VA
280,944,1860,Vermont,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,VT
281,943,1860,Utah,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,UT
282,942,1860,Texas,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,2.0,0.0,0.0,TX
283,941,1860,Tennessee,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,TN
284,940,1860,South_Dakota,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,SD
285,939,1860,South_Carolina,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,SC
286,924,1860,Missouri,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,1.0,MO
287,938,1860,Rhode_Island,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,RI
288,936,1860,Oregon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,OR
289,934,1860,Ohio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,14.0,0.0,0.0,1.0,OH
290,933,1860,North_Dakota,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,ND
291,932,1860,North_Carolina,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,2.0,0.0,NC
292,931,1860,New_York,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,23.0,,,,NY
293,930,1860,New_Mexico,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,NM
294,929,1860,New_Jersey,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,,,,NJ
295,928,1860,New_Hampshire,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,NH
296,927,1860,Nevada,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,NV
297,926,1860,Nebraska,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,NE
298,937,1860,Pennsylvania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,19.0,0.0,0.0,1.0,PA
299,948,1860,Wisconsin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,WI
300,3887,1862,Pennsylvania,,,,,1.0,0.0,0.0,0.0,12.0,2.0,10.0,,,,PA
301,3898,1862,Wisconsin,,,,,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,WI
302,3875,1862,Montana,,,,,0.0,1.0,0.0,0.0,,,,,,,MT
303,3876,1862,Nebraska,,,,,0.0,1.0,0.0,0.0,,,,,,,NE
304,3877,1862,Nevada,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,NV
305,3878,1862,New_Hampshire,,,,,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,NH
306,3879,1862,New_Jersey,,,,,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,NJ
307,3880,1862,New_Mexico,,,,,0.0,1.0,0.0,0.0,,,,,,,NM
308,3881,1862,New_York,,,,,0.0,0.0,0.0,1.0,19.0,0.0,14.0,1.0,0.0,0.0,NY
309,3882,1862,North_Carolina,,,,,0.0,1.0,0.0,0.0,,,,,,,NC
310,3883,1862,North_Dakota,,,,,0.0,1.0,0.0,0.0,,,,,,,ND
311,3884,1862,Ohio,,,,,0.0,0.0,0.0,1.0,14.0,0.0,5.0,0.0,1.0,0.0,OH
312,3885,1862,Oklahoma,,,,,0.0,1.0,0.0,0.0,,,,,,,OK
313,3886,1862,Oregon,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,OR
314,3888,1862,Rhode_Island,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,RI
315,3889,1862,South_Carolina,,,,,0.0,1.0,0.0,0.0,,,,,,,SC
316,3890,1862,South_Dakota,,,,,0.0,1.0,0.0,0.0,,,,,,,SD
317,3891,1862,Tennessee,,,,,0.0,1.0,0.0,0.0,,,,,,,TN
318,3892,1862,Texas,,,,,0.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,TX
319,3893,1862,Utah,,,,,0.0,1.0,0.0,0.0,,,,,,,UT
320,3894,1862,Vermont,,,,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,VT
321,3895,1862,Virginia,,,,,0.0,0.0,1.0,0.0,,,,,,,VA
322,3896,1862,Washington,,,,,0.0,1.0,0.0,0.0,,,,,,,WA
323,3874,1862,Missouri,,,,,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,MO
324,3897,1862,West_Virginia,,,,,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,WV
325,3873,1862,Mississippi,,,,,0.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,MS
326,3871,1862,Michigan,,,,,0.0,0.0,0.0,1.0,1.0,0.0,5.0,,,,MI
327,3850,1862,Alabama,,,,,0.0,1.0,0.0,0.0,,,,0.0,1.0,0.0,AL
328,3851,1862,Alaska,,,,,0.0,1.0,0.0,0.0,,,,,,,AK
329,3852,1862,Arizona,,,,,0.0,1.0,0.0,0.0,,,,,,,AZ
330,3853,1862,Arkansas,,,,,0.0,1.0,0.0,0.0,,,,0.0,1.0,0.0,AR
331,3854,1862,California,,,,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,CA
332,3855,1862,Colorado,,,,,0.0,1.0,0.0,0.0,,,,,,,CO
333,3856,1862,Connecticut,,,,,0.0,0.0,0.0,1.0,1.0,0.0,3.0,,,,CT
334,3857,1862,Delaware,,,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,DE
335,3858,1862,Florida,,,,,0.0,1.0,0.0,0.0,,,,,,,FL
336,3859,1862,Georgia,,,,,0.0,1.0,0.0,0.0,,,,,,,GA
337,3860,1862,Hawaii,,,,,0.0,1.0,0.0,0.0,,,,,,,HI
338,3861,1862,Idaho,,,,,0.0,1.0,0.0,0.0,,,,,,,ID
339,3862,1862,Illinois,,,,,0.0,1.0,0.0,0.0,9.0,0.0,6.0,,,,IL
340,3863,1862,Indiana,,,,,1.0,0.0,0.0,0.0,7.0,0.0,4.0,,,,IN
341,3864,1862,Iowa,,,,,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,IA
342,3865,1862,Kansas,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,KS
343,3866,1862,Kentucky,,,,,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,KY
344,3867,1862,Louisiana,,,,,0.0,1.0,0.0,0.0,,,,1.0,0.0,1.0,LA
345,3868,1862,Maine,,,,,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,ME
346,3869,1862,Maryland,,,,,0.0,0.0,1.0,0.0,1.0,4.0,0.0,,,,MD
347,3870,1862,Massachusetts,,,,,0.0,0.0,0.0,1.0,0.0,0.0,10.0,,,,MA
348,3872,1862,Minnesota,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,MN
349,3899,1862,Wyoming,,,,,0.0,1.0,0.0,0.0,,,,,,,WY
350,951,1864,Alaska,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AK
351,999,1864,Wyoming,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,WY
352,972,1864,Minnesota,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,MN
353,971,1864,Michigan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,MI
354,970,1864,Massachusetts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,MA
355,969,1864,Maryland,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,MD
356,968,1864,Maine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,,,,ME
357,967,1864,Louisiana,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,LA
358,966,1864,Kentucky,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,4.0,0.0,,,,KY
359,965,1864,Kansas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,KS
360,964,1864,Iowa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,,,,IA
361,963,1864,Indiana,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,9.0,,,,IN
362,962,1864,Illinois,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,11.0,0.0,0.0,1.0,IL
363,961,1864,Idaho,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,ID
364,960,1864,Hawaii,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,HI
365,959,1864,Georgia,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,2.0,0.0,0.0,GA
366,958,1864,Florida,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,3.0,0.0,0.0,FL
367,957,1864,Delaware,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,DE
368,956,1864,Connecticut,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,CT
369,955,1864,Colorado,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,CO
370,954,1864,California,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,CA
371,953,1864,Arkansas,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AR
372,952,1864,Arizona,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AZ
373,973,1864,Mississippi,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,2.0,0.0,0.0,MS
374,950,1864,Alabama,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,2.0,0.0,AL
375,974,1864,Missouri,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,MO
376,976,1864,Nebraska,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,NE
377,998,1864,Wisconsin,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,WI
378,996,1864,Washington,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,WA
379,995,1864,Virginia,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,VA
380,994,1864,Vermont,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,VT
381,993,1864,Utah,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,UT
382,992,1864,Texas,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,2.0,0.0,TX
383,991,1864,Tennessee,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,TN
384,990,1864,South_Dakota,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,SD
385,989,1864,South_Carolina,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,1.0,0.0,SC
386,988,1864,Rhode_Island,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,RI
387,987,1864,Pennsylvania,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,16.0,,,,PA
388,986,1864,Oregon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,OR
389,985,1864,Oklahoma,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,OK
390,984,1864,Ohio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,2.0,OH
391,983,1864,North_Dakota,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,ND
392,982,1864,North_Carolina,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,2.0,0.0,NC
393,981,1864,New_York,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,22.0,0.0,1.0,0.0,NY
394,980,1864,New_Mexico,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,NM
395,979,1864,New_Jersey,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,NJ
396,978,1864,New_Hampshire,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,NH
397,977,1864,Nevada,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,NV
398,975,1864,Montana,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,MT
399,997,1864,West_Virginia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,,,,WV
400,3902,1866,Arizona,,,,,0.0,1.0,0.0,0.0,,,,,,,AZ
401,3901,1866,Alaska,,,,,0.0,1.0,0.0,0.0,,,,,,,AK
402,3929,1866,New_Jersey,,,,,0.0,1.0,0.0,0.0,2.0,0.0,3.0,,,,NJ
403,3930,1866,New_Mexico,,,,,0.0,1.0,0.0,0.0,,,,,,,NM
404,3931,1866,New_York,,,,,0.0,0.0,0.0,1.0,10.0,2.0,19.0,,,,NY
405,3932,1866,North_Carolina,,,,,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,NC
406,3933,1866,North_Dakota,,,,,0.0,1.0,0.0,0.0,,,,,,,ND
407,3934,1866,Ohio,,,,,0.0,0.0,0.0,1.0,3.0,1.0,18.0,0.0,0.0,1.0,OH
408,3935,1866,Oklahoma,,,,,0.0,1.0,0.0,0.0,,,,,,,OK
409,3936,1866,Oregon,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,OR
410,3937,1866,Pennsylvania,,,,,0.0,0.0,0.0,1.0,7.0,0.0,20.0,0.0,0.0,1.0,PA
411,3938,1866,Rhode_Island,,,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,RI
412,3939,1866,South_Carolina,,,,,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,SC
413,3940,1866,South_Dakota,,,,,0.0,1.0,0.0,0.0,,,,,,,SD
414,3941,1866,Tennessee,,,,,0.0,0.0,1.0,0.0,0.0,0.0,8.0,,,,TN
415,3943,1866,Utah,,,,,0.0,1.0,0.0,0.0,,,,,,,UT
416,3944,1866,Vermont,,,,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,VT
417,3945,1866,Virginia,,,,,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,VA
418,3946,1866,Washington,,,,,0.0,1.0,0.0,0.0,,,,,,,WA
419,3947,1866,West_Virginia,,,,,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,WV
420,3948,1866,Wisconsin,,,,,0.0,0.0,0.0,1.0,1.0,0.0,5.0,,,,WI
421,3949,1866,Wyoming,,,,,0.0,1.0,0.0,0.0,,,,,,,WY
422,3900,1866,Alabama,,,,,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,AL
423,3928,1866,New_Hampshire,,,,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,NH
424,3927,1866,Nevada,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,NV
425,3942,1866,Texas,,,,,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,TX
426,3925,1866,Montana,,,,,0.0,1.0,0.0,0.0,,,,,,,MT
427,3926,1866,Nebraska,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,NE
428,3903,1866,Arkansas,,,,,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,AR
429,3904,1866,California,,,,,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,CA
430,3905,1866,Colorado,,,,,0.0,1.0,0.0,0.0,,,,,,,CO
431,3906,1866,Connecticut,,,,,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,CT
432,3907,1866,Delaware,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,DE
433,3908,1866,Florida,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,FL
434,3910,1866,Hawaii,,,,,0.0,1.0,0.0,0.0,,,,,,,HI
435,3911,1866,Idaho,,,,,0.0,1.0,0.0,0.0,,,,,,,ID
436,3912,1866,Illinois,,,,,0.0,0.0,0.0,1.0,3.0,0.0,11.0,,,,IL
437,3913,1866,Indiana,,,,,0.0,0.0,0.0,1.0,3.0,0.0,8.0,0.0,0.0,1.0,IN
438,3909,1866,Georgia,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,GA
439,3915,1866,Kansas,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,KS
440,3924,1866,Missouri,,,,,0.0,0.0,0.0,1.0,2.0,0.0,9.0,,,,MO
441,3914,1866,Iowa,,,,,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,IA
442,3922,1866,Minnesota,,,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,MN
443,3921,1866,Michigan,,,,,0.0,1.0,0.0,0.0,0.0,0.0,6.0,,,,MI
444,3920,1866,Massachusetts,,,,,0.0,1.0,0.0,0.0,0.0,0.0,10.0,,,,MA
445,3923,1866,Mississippi,,,,,0.0,1.0,0.0,0.0,,,,0.0,1.0,0.0,MS
446,3918,1866,Maine,,,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,ME
447,3917,1866,Louisiana,,,,,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,LA
448,3916,1866,Kentucky,,,,,1.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,0.0,0.0,KY
449,3919,1866,Maryland,,,,,1.0,0.0,0.0,0.0,3.0,1.0,1.0,,,,MD
450,1047,1868,West_Virginia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,WV
451,1026,1868,Nebraska,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,NE
452,1027,1868,Nevada,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,NV
453,1028,1868,New_Hampshire,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,NH
454,1029,1868,New_Jersey,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,NJ
455,1030,1868,New_Mexico,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,NM
456,1031,1868,New_York,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,20.0,1.0,0.0,0.0,NY
457,1049,1868,Wyoming,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,WY
458,1048,1868,Wisconsin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,,,,WI
459,1046,1868,Washington,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,WA
460,1035,1868,Oklahoma,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,OK
461,1044,1868,Vermont,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,VT
462,1043,1868,Utah,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,UT
463,1042,1868,Texas,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,TX
464,1041,1868,Tennessee,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,TN
465,1040,1868,South_Dakota,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,SD
466,1039,1868,South_Carolina,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,,,,SC
467,1038,1868,Rhode_Island,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,RI
468,1037,1868,Pennsylvania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,18.0,,,,PA
469,1036,1868,Oregon,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,OR
470,1034,1868,Ohio,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,14.0,,,,OH
471,1045,1868,Virginia,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,1.0,VA
472,1025,1868,Montana,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,MT
473,1018,1868,Maine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,,,,ME
474,1023,1868,Mississippi,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,MS
475,1000,1868,Alabama,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,AL
476,1001,1868,Alaska,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AK
477,1002,1868,Arizona,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AZ
478,1003,1868,Arkansas,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,,,,AR
479,1004,1868,California,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,CA
